Tarih;Saat;Toplam (MWh);Doßal Gaz;RÅzgar;Linyit;Taü KîmÅr;òthal KîmÅr;Fuel Oil;Jeotermal;Barajlç;Nafta;BiyokÅtle;Akarsu;Dißer
07.09.2021;06:00;30.882,50;11.060,76;6.790,67;5.055,21;141,00;4.597,90;7,40;978,80;469,45;0,00;679,66;765,76;335,89
07.09.2021;07:00;31.813,24;11.522,39;6.575,00;5.055,18;141,00;4.765,90;7,40;977,60;783,55;0,00;677,21;788,39;519,62
07.09.2021;08:00;35.950,14;13.340,59;6.330,98;5.013,04;141,00;5.689,00;7,40;957,00;2.231,75;0,00;683,55;732,70;823,13
07.09.2021;09:00;37.320,45;13.873,99;6.160,21;4.996,00;141,00;6.174,00;7,40;934,50;2.534,75;0,00;664,69;882,55;951,36
07.09.2021;10:00;37.963,53;14.388,23;5.960,68;5.033,00;141,00;6.252,00;7,40;908,80;2.588,30;0,00;665,72;1.005,63;1.012,77
07.09.2021;11:00;38.255,04;14.576,33;5.865,69;5.047,00;141,00;6.184,00;7,40;884,50;2.825,10;0,00;677,12;1.038,25;1.008,65
07.09.2021;12:00;37.479,38;14.152,47;5.805,26;5.049,00;141,00;5.802,00;7,40;858,90;2.956,70;0,00;692,87;996,58;1.017,20
07.09.2021;13:00;37.708,69;14.323,55;5.834,16;4.921,00;141,00;5.809,80;7,40;836,10;3.069,50;0,00;688,97;1.067,00;1.010,21
07.09.2021;14:00;38.899,01;14.442,14;5.937,45;4.983,00;141,00;6.787,20;7,40;821,00;3.039,10;0,00;697,07;1.051,15;992,50
07.09.2021;15:00;39.209,55;14.541,55;6.182,48;4.951,00;136,00;6.921,40;7,40;814,50;2.983,50;0,00;694,23;1.032,41;945,08
07.09.2021;16:00;39.871,41;14.643,68;6.387,58;4.894,20;126,00;7.056,50;7,40;814,10;3.266,80;0,00;696,63;1.123,17;855,35
07.09.2021;17:00;39.970,31;14.689,74;6.623,39;4.877,04;126,00;7.053,50;7,40;819,00;3.178,20;0,00;697,86;1.314,36;583,82
07.09.2021;18:00;39.580,16;14.747,10;6.765,75;4.853,05;121,00;7.057,50;7,40;832,80;2.818,50;0,00;692,56;1.327,20;357,30
07.09.2021;19:00;40.205,16;14.820,88;6.849,66;4.871,19;123,00;7.056,50;7,40;858,20;3.258,81;0,00;686,86;1.363,01;309,65
07.09.2021;20:00;39.762,42;14.777,25;6.833,20;4.801,10;123,00;7.057,50;7,40;873,90;2.967,50;0,00;686,51;1.320,26;314,80
07.09.2021;21:00;39.079,15;14.809,74;6.692,81;4.856,13;123,00;7.058,50;7,40;895,40;2.546,30;0,00;681,44;1.092,63;315,80
07.09.2021;22:00;38.270,19;14.739,16;6.460,73;4.883,24;123,00;6.837,20;7,40;910,70;2.322,81;0,00;674,88;995,27;315,80
07.09.2021;23:00;36.841,08;14.662,76;6.258,50;4.883,25;128,00;5.789,00;7,40;928,40;2.267,51;0,00;677,14;923,32;315,80
08.09.2021;00:00;34.599,34;13.774,94;6.020,04;4.736,25;141,00;5.035,30;7,40;941,10;2.008,00;0,00;666,15;951,96;317,20
08.09.2021;01:00;33.124,30;13.350,34;5.796,26;4.736,22;141,00;5.357,10;7,40;947,80;869,00;0,00;667,40;934,58;317,20
08.09.2021;02:00;32.018,12;13.026,64;5.679,89;4.767,24;141,00;4.797,90;7,40;957,90;801,61;0,00;669,41;850,33;318,80
08.09.2021;03:00;31.024,76;13.076,77;5.627,65;4.517,05;141,00;4.418,90;7,40;965,30;504,61;0,00;671,21;776,07;318,80
08.09.2021;04:00;30.902,07;12.991,24;5.543,73;4.530,85;141,00;4.205,90;7,40;971,00;748,61;0,00;669,01;774,53;318,80
08.09.2021;05:00;30.882,10;13.063,70;5.497,59;4.506,75;141,00;4.206,90;7,40;979,20;718,70;0,00;670,61;771,07;319,18
08.09.2021;06:00;30.536,65;12.785,02;5.381,18;4.680,25;141,00;4.205,90;7,40;982,19;586,61;0,00;670,81;753,70;342,59
08.09.2021;07:00;32.006,17;13.524,59;5.202,29;4.830,18;141,00;4.557,20;7,40;979,70;857,60;0,00;669,81;710,49;525,91
08.09.2021;08:00;35.867,73;14.486,80;4.966,69;4.755,04;141,00;5.638,40;7,40;952,30;2.596,73;0,00;674,10;825,24;824,03
08.09.2021;09:00;37.523,70;15.214,24;4.816,54;4.809,00;141,00;6.217,50;7,40;925,80;2.832,71;0,00;678,44;935,87;945,20
08.09.2021;10:00;38.069,79;15.675,38;4.646,05;4.823,90;141,00;6.220,50;7,40;899,40;2.942,20;0,00;682,24;1.024,58;1.007,14
08.09.2021;11:00;38.230,90;15.907,23;4.437,42;4.788,50;141,00;6.185,50;7,40;874,80;3.074,90;0,00;684,88;1.100,08;1.029,19
08.09.2021;12:00;37.227,78;15.547,37;4.394,62;4.787,50;141,00;5.452,00;7,40;849,50;3.303,10;0,00;680,59;1.035,00;1.029,70
08.09.2021;13:00;37.740,42;15.497,52;4.510,38;4.860,59;136,00;5.626,00;7,40;828,70;3.504,10;0,00;678,80;1.066,15;1.024,78
08.09.2021;14:00;39.126,05;15.852,35;4.705,35;4.879,50;128,00;6.620,00;7,40;817,50;3.432,60;0,00;687,33;989,39;1.006,63
08.09.2021;15:00;39.406,48;15.951,65;4.976,45;4.838,50;127,00;6.620,00;7,40;809,90;3.445,20;0,00;682,09;986,09;962,20
08.09.2021;16:00;40.120,43;16.039,00;5.297,67;4.841,40;127,00;6.619,00;7,40;815,70;3.731,50;0,00;684,65;1.094,28;862,83
08.09.2021;17:00;40.291,16;16.090,00;5.546,48;4.877,50;128,00;6.622,00;7,40;827,30;3.666,65;0,00;689,73;1.251,53;584,57
08.09.2021;18:00;39.948,18;16.114,61;5.684,40;4.867,50;131,00;6.626,00;7,40;840,30;3.374,60;0,00;682,65;1.262,82;356,90
08.09.2021;19:00;40.784,50;16.208,04;5.757,00;4.868,74;115,00;6.624,00;7,40;861,20;3.976,30;0,00;678,95;1.375,34;312,53
08.09.2021;20:00;40.592,94;16.291,80;5.793,98;4.858,75;141,00;6.624,00;7,40;881,30;3.583,20;0,00;679,10;1.420,31;312,10
08.09.2021;21:00;39.605,13;16.317,34;5.737,50;4.918,15;141,00;6.625,00;7,40;908,00;2.930,80;0,00;673,30;1.036,04;310,60
08.09.2021;22:00;38.494,31;16.114,56;5.524,31;4.859,80;126,00;6.345,70;7,40;914,60;2.684,60;0,00;669,96;936,78;310,60
08.09.2021;23:00;36.853,97;15.598,25;5.243,72;4.961,67;126,00;5.385,90;7,40;928,30;2.668,10;0,00;668,92;955,11;310,60
09.09.2021;00:00;34.742,55;14.529,54;4.855,33;5.013,25;0,00;5.593,40;7,40;953,20;1.958,50;0,00;653,49;860,14;318,30
09.09.2021;01:00;33.497,31;14.408,14;4.604,99;5.073,25;126,00;5.691,40;7,40;962,50;821,31;0,00;662,44;821,48;318,40
09.09.2021;02:00;32.076,87;13.653,64;4.361,62;4.959,25;141,00;5.465,40;7,40;973,50;754,21;0,00;662,35;780,20;318,30
09.09.2021;03:00;31.336,27;13.438,39;4.208,11;4.910,45;141,00;5.461,40;7,40;979,30;458,01;0,00;665,35;748,56;318,30
09.09.2021;04:00;31.106,05;13.429,94;4.052,31;4.843,25;141,00;5.254,70;7,40;985,10;675,01;0,00;658,65;740,39;318,30
09.09.2021;05:00;31.131,97;13.611,20;3.892,41;4.868,01;141,00;5.261,40;7,40;992,10;675,01;0,00;661,15;701,54;320,75
09.09.2021;06:00;30.925,65;13.755,68;3.673,04;4.897,19;141,00;5.259,40;7,40;998,39;497,21;0,00;666,15;695,54;334,65
09.09.2021;07:00;32.284,69;14.387,88;3.509,85;4.897,18;141,00;5.638,00;7,40;993,10;830,91;0,00;647,15;712,29;519,93
09.09.2021;08:00;35.916,94;16.038,07;3.332,29;4.955,87;141,00;6.171,00;7,40;966,50;2.047,11;0,00;632,14;796,79;828,77
09.09.2021;09:00;37.352,79;15.974,30;3.259,44;5.012,58;141,00;6.174,00;7,40;941,30;3.340,11;0,00;640,48;906,43;955,75
09.09.2021;10:00;37.498,70;15.969,60;3.150,82;5.003,02;122,00;6.175,00;7,40;913,80;3.533,70;0,00;644,99;962,86;1.015,51
09.09.2021;11:00;37.872,68;16.250,95;3.054,81;4.865,00;141,00;6.172,00;7,40;890,00;3.806,25;0,00;643,49;1.008,13;1.033,65
09.09.2021;12:00;36.684,30;15.579,06;3.088,40;4.904,16;141,00;5.809,00;7,40;866,00;3.536,25;0,00;649,22;1.066,04;1.037,77
09.09.2021;13:00;37.529,06;15.799,26;3.288,12;4.923,00;141,00;5.849,00;7,40;841,80;3.968,65;0,00;655,62;1.026,13;1.029,08
09.09.2021;14:00;38.989,67;15.865,34;3.515,37;5.090,00;141,00;6.941,30;7,40;830,29;3.865,15;0,00;659,05;1.069,03;1.005,74
09.09.2021;15:00;39.344,09;15.964,14;3.836,72;5.048,06;141,00;7.056,40;7,40;825,70;3.834,15;0,00;663,28;1.005,63;961,61
09.09.2021;16:00;40.346,39;16.258,80;4.129,79;5.083,00;141,00;7.057,50;7,40;825,10;4.163,50;0,00;669,28;1.141,61;869,41
09.09.2021;17:00;40.643,54;16.325,11;4.427,70;5.121,00;141,00;7.060,50;7,40;835,10;4.252,30;0,00;676,21;1.210,74;586,48
09.09.2021;18:00;40.232,63;16.267,89;4.536,66;5.142,14;141,00;7.063,50;7,40;850,00;3.890,10;0,00;675,23;1.302,40;356,31
09.09.2021;19:00;41.029,23;16.463,46;4.595,19;5.155,09;141,00;7.062,50;7,40;871,40;4.439,10;0,00;665,06;1.315,69;313,34
09.09.2021;20:00;40.718,50;16.474,34;4.520,31;5.157,00;141,00;7.061,50;7,40;889,30;4.218,80;0,00;662,59;1.275,46;310,80
09.09.2021;21:00;39.734,22;16.492,06;4.318,97;4.935,00;141,00;7.061,50;7,40;909,50;3.863,80;0,00;658,39;1.035,80;310,80
09.09.2021;22:00;38.334,15;16.312,46;4.028,74;4.970,00;141,00;6.663,20;7,40;922,90;3.376,10;0,00;655,09;946,46;310,80
09.09.2021;23:00;36.812,51;15.861,02;3.723,38;5.020,00;141,00;5.874,50;7,40;939,00;3.231,20;0,00;657,39;1.046,82;310,80
10.09.2021;00:00;34.632,70;15.366,85;3.189,07;5.116,06;141,00;5.295,50;7,40;956,40;2.700,21;0,00;658,78;883,33;318,10
10.09.2021;01:00;32.956,12;15.445,51;3.013,62;5.109,00;141,00;5.677,50;7,40;969,50;827,01;0,00;660,63;786,85;318,10
10.09.2021;02:00;32.163,76;15.166,63;2.919,13;5.133,79;141,00;5.297,50;7,40;977,80;775,71;0,00;657,44;769,26;318,10
10.09.2021;03:00;31.181,56;14.938,79;2.902,43;4.972,15;141,00;5.068,90;7,40;985,80;491,71;0,00;657,04;697,94;318,40
10.09.2021;04:00;30.905,66;14.524,92;2.845,98;4.972,12;141,00;5.066,90;7,40;995,70;718,71;0,00;657,54;657,09;318,30
10.09.2021;05:00;30.686,92;14.516,15;2.732,34;4.760,00;141,00;5.081,30;7,40;1.000,60;807,71;0,00;647,74;674,02;318,66
10.09.2021;06:00;30.516,79;14.641,93;2.631,42;4.724,10;141,00;5.067,90;7,40;1.000,50;619,71;0,00;648,86;701,99;331,98
10.09.2021;07:00;31.258,82;14.968,64;2.528,01;4.731,58;141,00;5.089,50;7,40;992,80;927,61;0,00;649,44;710,56;512,28
10.09.2021;08:00;34.785,82;16.354,72;2.406,49;4.741,00;141,00;5.623,50;7,40;953,50;2.253,01;0,00;653,58;838,11;813,51
10.09.2021;09:00;36.628,25;16.746,75;2.329,95;4.730,00;141,00;5.631,50;7,40;919,50;3.640,01;0,00;659,32;890,24;932,58
10.09.2021;10:00;37.285,25;17.226,25;2.295,57;4.694,01;141,00;5.634,50;7,40;892,70;3.773,41;0,00;661,83;971,13;987,45
10.09.2021;11:00;37.861,79;17.391,50;2.376,29;4.721,01;141,00;5.632,50;7,40;869,60;4.117,61;0,00;655,23;945,59;1.004,06
10.09.2021;12:00;35.643,46;16.132,86;2.514,77;4.805,02;141,00;5.339,90;7,40;849,50;3.218,61;0,00;654,01;973,05;1.007,34
10.09.2021;13:00;35.629,12;16.109,20;2.816,65;4.762,00;141,00;5.288,50;7,40;828,90;3.016,11;0,00;656,21;1.003,60;999,55
10.09.2021;14:00;38.345,68;16.265,67;3.198,85;4.759,03;141,00;6.450,80;7,40;817,10;4.066,61;0,00;662,01;1.005,26;971,95
10.09.2021;15:00;39.246,69;16.779,85;3.586,23;4.750,00;141,00;6.661,50;7,40;809,50;3.958,21;0,00;660,42;973,71;918,87
10.09.2021;16:00;39.904,71;16.653,78;3.888,18;4.758,50;141,00;6.772,50;7,40;816,00;4.216,51;0,00;659,72;1.168,60;822,52
10.09.2021;17:00;39.825,63;16.763,52;4.022,55;4.758,50;141,00;6.766,50;7,40;827,80;4.051,71;0,00;659,25;1.277,73;549,67
10.09.2021;18:00;39.348,26;16.757,92;3.938,62;4.570,50;141,00;6.844,50;7,40;842,00;3.889,31;0,00;656,45;1.355,65;344,91
10.09.2021;19:00;40.070,40;17.172,35;3.853,25;4.571,50;141,00;6.845,50;7,40;862,60;4.301,31;0,00;653,95;1.350,80;310,74
10.09.2021;20:00;39.750,32;17.216,50;3.755,06;4.578,00;141,00;6.853,50;7,40;885,20;4.048,91;0,00;653,35;1.300,80;310,60
10.09.2021;21:00;38.611,17;16.812,04;3.434,29;4.598,53;141,00;6.852,50;7,40;910,30;3.814,91;0,00;636,28;1.093,22;310,70
10.09.2021;22:00;37.535,28;16.691,40;3.351,20;4.418,00;141,00;6.628,80;7,40;937,40;3.447,11;0,00;633,38;968,99;310,60
10.09.2021;23:00;36.417,67;16.322,41;3.156,16;4.390,01;141,00;6.179,50;7,40;950,40;3.376,21;0,00;631,58;952,20;310,80
11.09.2021;00:00;34.131,00;15.677,59;3.097,30;4.431,21;141,00;5.818,00;7,40;968,70;2.185,01;0,00;619,89;865,60;319,30
11.09.2021;01:00;32.411,24;15.507,29;3.044,70;4.411,11;141,00;5.619,00;7,40;976,39;880,51;0,00;609,40;895,14;319,30
11.09.2021;02:00;31.645,00;15.370,16;2.915,01;4.394,05;141,00;5.389,00;7,40;985,10;747,51;0,00;620,56;755,91;319,30
11.09.2021;03:00;30.689,11;15.369,54;2.775,78;4.394,17;141,00;4.897,40;7,40;994,10;463,51;0,00;630,46;696,45;319,30
11.09.2021;04:00;30.332,99;15.233,44;2.799,51;4.395,07;141,00;4.508,60;7,40;1.000,60;659,51;0,00;631,86;636,50;319,50
11.09.2021;05:00;30.183,85;15.110,74;2.807,02;4.300,06;141,00;4.509,40;7,40;1.007,59;719,51;0,00;636,86;624,72;319,55
11.09.2021;06:00;29.153,76;14.654,63;2.777,17;3.909,25;141,00;4.508,40;7,40;1.011,60;545,61;0,00;644,76;621,49;332,45
11.09.2021;07:00;30.413,05;14.336,31;2.653,19;4.553,25;141,00;5.011,30;7,40;1.014,90;878,51;0,00;643,06;670,44;503,69
11.09.2021;08:00;33.308,90;15.301,58;2.511,22;4.652,20;141,00;5.236,00;7,40;995,99;2.278,41;0,00;644,45;751,12;789,53
11.09.2021;09:00;34.960,10;16.036,63;2.456,33;4.702,09;141,00;5.589,40;7,40;968,10;2.637,21;0,00;654,89;856,02;911,03
11.09.2021;10:00;35.399,35;16.198,95;2.446,29;4.714,03;141,00;5.622,00;7,40;937,90;2.839,71;0,00;654,29;866,59;971,19
11.09.2021;11:00;35.455,89;16.304,11;2.278,13;4.677,13;141,00;5.619,00;7,40;910,30;2.988,81;0,00;661,17;878,41;990,43
11.09.2021;12:00;34.762,27;15.885,89;2.190,20;4.717,18;141,00;5.239,00;7,40;882,90;3.163,11;0,00;668,02;872,31;995,26
11.09.2021;13:00;35.233,17;15.908,34;2.225,75;4.710,17;141,00;5.390,00;7,40;859,10;3.459,81;0,00;671,87;860,19;999,54
11.09.2021;14:00;35.870,41;16.110,18;2.342,75;4.739,15;141,00;5.622,00;7,40;846,00;3.521,31;0,00;678,47;962,92;899,23
11.09.2021;15:00;36.186,25;16.189,27;2.577,66;4.736,21;141,00;5.620,00;7,40;837,90;3.559,31;0,00;672,58;995,62;849,30
11.09.2021;16:00;36.548,90;16.484,66;2.811,78;4.734,71;141,00;5.623,00;7,40;837,00;3.467,41;0,00;679,08;1.010,83;752,03
11.09.2021;17:00;36.675,70;16.571,47;3.026,04;4.733,70;141,00;5.624,00;7,40;869,00;3.460,91;0,00;687,51;1.073,74;480,93
11.09.2021;18:00;36.688,23;16.615,42;3.155,89;4.765,75;131,00;5.627,00;7,40;888,20;3.327,51;0,00;683,01;1.215,80;271,25
11.09.2021;19:00;36.809,44;16.678,82;3.184,06;4.758,75;121,00;5.625,00;7,40;908,90;3.436,21;0,00;676,31;1.174,97;238,02
11.09.2021;20:00;37.267,06;17.109,47;3.186,27;4.743,16;122,00;5.625,00;7,40;932,20;3.478,21;0,00;682,81;1.142,54;238,00
11.09.2021;21:00;37.118,45;17.153,70;3.098,98;4.749,18;141,00;5.624,00;7,40;955,00;3.425,21;0,00;672,79;1.054,49;236,70
11.09.2021;22:00;36.350,08;17.139,38;3.022,66;4.722,22;141,00;5.625,00;7,40;967,90;2.880,11;0,00;669,59;938,12;236,70
11.09.2021;23:00;34.952,34;16.037,24;2.921,04;4.691,19;141,00;5.560,90;7,40;978,00;2.822,86;0,00;666,79;889,22;236,70
12.09.2021;00:00;32.428,72;14.303,37;2.748,63;4.246,25;141,00;5.849,00;7,60;1.000,50;2.327,31;0,00;643,95;918,21;242,90
12.09.2021;01:00;30.839,38;14.096,08;2.571,90;4.175,18;141,00;5.819,10;7,60;1.010,30;1.334,41;0,00;646,65;794,26;242,90
12.09.2021;02:00;29.713,06;13.782,38;2.488,90;4.121,19;141,00;5.462,50;7,60;1.019,80;1.026,21;0,00;646,37;774,21;242,90
12.09.2021;03:00;28.967,42;13.571,71;2.472,29;4.186,14;141,00;5.175,90;7,60;1.025,29;781,21;0,00;644,97;718,41;242,90
12.09.2021;04:00;28.506,57;13.122,51;2.471,11;4.184,10;141,00;4.985,90;7,60;1.037,50;977,01;0,00;650,27;686,67;242,90
12.09.2021;05:00;28.285,83;13.071,26;2.502,63;4.222,59;141,00;4.782,90;7,60;1.047,49;951,01;0,00;650,87;665,53;242,95
12.09.2021;06:00;27.219,27;12.205,22;2.525,76;4.170,50;141,00;4.785,50;7,60;1.052,60;771,21;0,20;650,63;652,90;256,15
12.09.2021;07:00;26.832,80;11.578,79;2.451,96;4.255,60;141,00;4.522,90;7,60;1.048,30;1.073,01;0,00;648,03;668,28;437,33
12.09.2021;08:00;27.336,99;11.830,72;2.225,04;4.225,00;141,00;4.378,90;7,60;1.023,20;1.243,61;0,00;647,87;864,41;749,64
12.09.2021;09:00;27.957,53;12.094,73;2.107,02;4.217,00;141,00;4.379,90;7,60;992,70;1.610,61;0,00;654,84;868,00;884,13
12.09.2021;10:00;28.785,97;12.558,43;2.184,21;4.194,00;141,00;4.382,90;7,60;956,70;1.825,11;0,00;657,94;934,66;943,42
12.09.2021;11:00;28.809,64;12.785,02;2.264,48;4.034,00;141,00;4.379,90;7,60;924,00;1.660,11;0,00;661,62;994,81;957,10
12.09.2021;12:00;28.632,96;12.622,64;2.329,96;4.024,00;141,00;4.381,90;7,60;901,30;1.677,11;0,00;660,82;925,69;960,94
12.09.2021;13:00;29.446,91;13.070,95;2.484,55;4.039,90;141,00;4.382,90;7,60;875,60;1.916,11;0,00;659,32;916,49;952,49
12.09.2021;14:00;30.134,52;12.965,07;2.705,56;4.057,00;141,00;4.602,90;7,60;857,60;2.351,31;0,00;670,45;846,59;929,44
12.09.2021;15:00;30.476,06;12.986,38;3.067,47;4.060,00;141,00;4.655,20;7,60;850,20;2.297,71;0,00;674,75;855,93;879,82
12.09.2021;16:00;31.202,46;13.079,81;3.477,40;4.109,00;141,00;4.970,90;7,60;852,00;2.220,61;0,00;670,68;890,90;782,56
12.09.2021;17:00;32.768,15;13.348,63;3.743,46;4.281,00;141,00;5.515,50;7,60;864,40;2.745,71;0,00;674,38;934,71;511,76
12.09.2021;18:00;33.920,10;13.817,41;3.884,47;4.231,00;141,00;6.356,50;7,60;879,10;2.773,11;0,00;674,95;882,69;272,27
12.09.2021;19:00;34.852,01;13.949,98;3.951,97;4.238,00;141,00;6.354,50;7,60;902,00;3.354,01;0,00;667,58;1.049,75;235,62
12.09.2021;20:00;34.927,46;13.996,60;3.967,94;4.080,70;141,00;6.354,50;7,60;922,70;3.524,21;0,00;666,81;1.030,00;235,40
12.09.2021;21:00;34.836,91;14.076,03;3.817,28;4.242,60;141,00;6.353,50;7,60;942,90;3.396,11;0,00;656,11;968,38;235,40
12.09.2021;22:00;34.074,67;14.203,21;3.638,51;4.244,60;141,00;6.354,50;7,60;958,30;2.786,71;0,00;653,81;851,03;235,40
12.09.2021;23:00;32.631,99;14.033,37;3.414,26;4.259,60;141,00;5.500,30;7,60;966,10;2.655,26;0,00;651,47;767,63;235,40
13.09.2021;00:00;31.343,58;13.469,94;3.077,23;4.354,60;141,00;4.882,60;7,00;994,70;2.837,11;0,00;639,90;698,50;241,00
13.09.2021;01:00;30.033,58;13.425,04;2.817,65;4.353,60;141,00;4.776,90;7,00;1.005,59;1.903,11;0,00;644,80;717,89;241,00
13.09.2021;02:00;29.120,39;13.456,44;2.753,37;4.351,60;141,00;4.778,90;7,00;1.013,00;1.040,11;0,00;644,72;693,25;241,00
13.09.2021;03:00;28.545,66;13.307,73;2.809,26;4.346,60;141,00;4.775,90;7,00;1.019,80;570,11;0,00;642,62;684,64;241,00
13.09.2021;04:00;28.666,86;12.968,04;2.860,73;4.751,60;141,00;4.592,90;7,00;1.029,10;784,11;0,00;644,72;646,66;241,00
13.09.2021;05:00;28.772,19;13.215,54;2.936,09;4.751,60;141,00;4.375,90;7,00;1.036,40;775,81;0,00;645,32;646,19;241,34
13.09.2021;06:00;29.009,24;13.132,04;2.994,16;5.095,60;141,00;4.374,90;7,00;1.044,20;597,81;0,00;646,28;722,95;253,30
13.09.2021;07:00;30.542,40;13.765,08;2.910,30;5.095,60;141,00;4.787,90;7,00;1.041,50;1.030,96;0,00;645,08;694,49;423,49
13.09.2021;08:00;35.102,82;15.407,16;2.919,15;5.053,60;141,00;5.484,50;7,00;1.018,40;3.030,26;0,00;651,52;671,26;718,97
13.09.2021;09:00;36.766,36;16.529,97;2.931,87;4.919,60;141,00;5.827,50;7,00;987,30;3.154,36;0,00;658,56;757,77;851,43
13.09.2021;10:00;37.019,78;16.509,47;3.024,61;4.880,60;141,00;5.830,50;7,00;954,70;3.250,76;0,00;654,86;853,55;912,73
13.09.2021;11:00;37.579,10;16.791,15;3.111,09;4.898,60;141,00;5.751,50;7,00;926,90;3.494,76;0,00;656,64;865,56;934,90
13.09.2021;12:00;36.212,80;16.230,51;3.139,06;4.906,60;141,00;5.371,50;7,00;901,80;3.024,46;0,00;650,96;898,47;941,44
13.09.2021;13:00;36.855,02;16.193,61;3.246,25;4.960,53;141,00;5.372,50;7,00;878,50;3.537,06;0,00;654,28;933,17;931,12
13.09.2021;14:00;38.144,08;16.485,39;3.497,26;4.960,38;141,00;5.754,50;7,00;862,60;3.948,36;0,00;660,57;922,87;904,15
13.09.2021;15:00;38.692,28;16.593,39;3.849,06;4.959,25;141,00;5.752,50;7,00;855,50;4.104,76;0,00;665,26;914,97;849,59
13.09.2021;16:00;39.364,40;16.663,25;4.270,41;4.909,35;141,00;6.043,50;7,00;857,29;4.128,16;0,00;661,94;932,50;750,00
13.09.2021;17:00;39.698,26;16.821,71;4.564,47;4.911,16;141,00;6.044,50;7,00;863,80;4.120,83;0,00;657,75;1.067,41;498,63
13.09.2021;18:00;39.237,06;16.722,59;4.647,20;4.900,29;141,00;6.047,50;7,00;880,40;3.901,56;0,00;655,53;1.066,49;267,50
13.09.2021;19:00;40.000,69;17.034,36;4.615,12;4.911,60;141,00;6.045,50;7,00;903,00;4.317,76;0,00;658,53;1.131,11;235,71
13.09.2021;20:00;39.719,04;16.901,44;4.602,48;4.922,50;141,00;6.045,50;7,00;926,40;4.087,96;0,00;654,33;1.194,83;235,60
13.09.2021;21:00;38.839,72;16.782,36;4.504,52;4.970,38;141,00;6.044,50;7,00;948,80;3.588,66;0,00;646,43;970,47;235,60
13.09.2021;22:00;37.520,58;16.231,31;4.291,84;4.938,36;141,00;5.819,50;7,00;961,00;3.454,46;0,00;645,66;794,85;235,60
13.09.2021;23:00;35.697,50;15.339,86;3.981,72;4.938,29;141,00;5.364,50;7,00;980,40;3.275,46;0,00;646,36;787,31;235,60
14.09.2021;00:00;33.094,73;15.130,21;3.758,17;4.980,25;141,00;4.407,80;7,70;992,50;2.063,21;0,00;631,38;734,96;247,55
14.09.2021;01:00;31.486,77;14.336,01;3.575,29;4.985,25;141,00;4.491,90;7,70;1.002,90;1.406,31;0,00;638,11;654,75;247,55
14.09.2021;02:00;30.774,97;14.019,22;3.521,46;4.961,25;141,00;4.525,00;7,70;1.012,80;1.031,31;0,00;636,82;670,86;247,55
14.09.2021;03:00;29.884,69;13.501,71;3.568,85;4.724,25;141,00;4.321,90;7,70;1.018,50;988,61;0,00;638,80;725,82;247,55
14.09.2021;04:00;29.730,34;13.004,14;3.640,29;4.842,25;141,00;4.322,90;7,70;1.023,80;1.141,71;0,00;638,70;720,30;247,55
14.09.2021;05:00;29.994,58;13.085,95;3.705,75;4.959,25;141,00;4.320,90;7,70;1.029,70;1.196,91;0,00;641,20;658,34;247,88
14.09.2021;06:00;29.850,11;13.031,91;3.727,18;4.963,25;141,00;4.318,90;7,70;1.038,90;1.000,31;0,00;639,91;721,61;259,44
14.09.2021;07:00;30.938,07;13.286,02;3.744,03;5.012,25;141,00;4.720,90;7,70;1.032,90;1.279,21;0,00;636,16;643,06;434,84
14.09.2021;08:00;34.540,78;14.669,32;3.699,33;5.019,25;141,00;5.511,50;7,70;993,30;2.475,61;0,00;616,60;668,60;738,57
14.09.2021;09:00;36.257,09;15.772,51;3.797,22;5.050,14;141,00;5.850,50;7,70;960,90;2.436,41;0,00;628,24;746,17;866,30
14.09.2021;10:00;36.699,94;15.766,69;3.979,66;5.051,11;141,00;5.852,50;7,70;932,80;2.582,11;0,00;651,86;810,41;924,10
14.09.2021;11:00;37.116,52;15.666,17;4.150,07;5.036,05;141,00;5.849,50;7,70;906,50;2.794,11;0,00;655,04;973,13;937,25
14.09.2021;12:00;35.712,15;15.095,63;4.379,08;5.034,14;141,00;5.466,50;7,70;884,40;2.218,81;0,00;658,14;896,83;929,92
14.09.2021;13:00;36.353,79;15.070,98;4.597,26;5.043,18;126,00;5.473,50;7,70;857,60;2.665,31;0,00;656,24;947,46;908,56
14.09.2021;14:00;37.823,60;15.540,23;4.846,06;5.056,09;126,00;5.856,50;7,70;835,00;3.050,61;0,00;664,66;970,33;870,42
14.09.2021;15:00;38.013,99;15.499,56;5.127,92;4.951,10;126,00;5.920,50;7,70;835,60;3.135,01;0,00;671,42;928,54;810,64
14.09.2021;16:00;38.834,43;15.586,09;5.335,85;4.972,20;141,00;6.073,50;7,70;847,40;3.548,51;0,00;676,10;939,67;706,41
14.09.2021;17:00;39.236,06;15.644,01;5.598,35;4.975,25;141,00;6.075,50;7,70;874,40;3.676,41;0,00;671,13;1.101,24;471,07
14.09.2021;18:00;38.748,94;15.680,13;5.438,04;4.975,18;141,00;6.078,50;7,70;898,80;3.581,21;0,00;670,33;1.009,60;268,45
14.09.2021;19:00;39.531,74;15.798,59;5.434,76;4.978,25;141,00;6.079,50;7,70;927,60;4.126,01;0,00;657,36;1.139,70;241,27
14.09.2021;20:00;39.172,60;15.823,64;5.414,69;4.980,19;141,00;6.080,50;7,70;947,39;3.763,91;0,00;660,53;1.105,70;247,35
