Tarih;Saat;Toplam (MWh);Doßal Gaz;RÅzgar;Linyit;Taü KîmÅr;òthal KîmÅr;Fuel Oil;Jeotermal;Barajlç;Nafta;BiyokÅtle;Akarsu;Dißer
01.01.2021;00:00;26.465,84;5.886,20;5.061,41;4.620,00;284,00;6.445,90;3,60;1.094,92;1.533,27;0,00;561,87;768,27;206,40
01.01.2021;01:00;24.844,67;5.024,60;4.955,46;4.514,00;262,00;6.252,90;0,60;1.105,71;1.264,67;0,00;564,77;693,76;206,20
01.01.2021;02:00;23.274,45;4.041,00;4.825,60;4.564,00;262,00;5.820,60;0,60;1.105,02;1.237,67;0,00;564,77;647,49;205,70
01.01.2021;03:00;22.453,18;3.638,00;4.667,55;4.460,00;262,00;5.447,60;0,60;1.108,92;1.433,67;0,00;562,27;666,87;205,70
01.01.2021;04:00;21.981,51;3.538,00;4.479,05;4.462,00;262,00;5.242,40;0,60;1.109,90;1.446,27;0,00;561,72;673,87;205,70
01.01.2021;05:00;21.874,17;3.535,40;4.248,36;4.482,00;262,00;5.242,40;0,60;1.106,60;1.456,27;0,00;559,97;774,87;205,70
01.01.2021;06:00;21.922,77;3.296,00;4.176,38;4.482,00;262,00;5.529,10;0,60;1.106,00;1.457,27;0,00;565,37;842,35;205,70
01.01.2021;07:00;22.380,44;3.287,40;4.092,70;4.479,00;262,00;6.059,20;0,60;1.104,50;1.576,47;0,00;564,87;744,93;208,77
01.01.2021;08:00;22.645,33;3.648,10;3.872,41;4.479,00;262,00;6.045,00;0,60;1.103,82;1.534,87;0,00;574,98;878,98;245,57
01.01.2021;09:00;23.030,69;4.192,35;3.626,17;4.457,00;262,00;5.849,60;0,60;1.098,52;1.764,87;0,00;581,56;845,96;352,06
01.01.2021;10:00;23.745,40;4.473,33;3.328,52;4.447,00;262,00;6.194,30;0,60;1.090,13;2.052,07;0,00;582,30;870,83;444,32
01.01.2021;11:00;24.254,46;4.462,63;3.265,22;4.456,30;262,00;6.079,00;0,60;1.083,14;2.553,57;0,00;581,60;1.022,59;487,81
01.01.2021;12:00;24.166,92;4.553,24;3.206,27;4.431,40;262,00;5.757,80;0,60;1.073,16;2.834,37;0,00;583,80;975,77;488,51
01.01.2021;13:00;24.704,64;5.150,23;3.062,11;4.408,00;262,00;5.983,70;0,60;1.063,96;2.819,37;0,00;580,52;909,44;464,71
01.01.2021;14:00;25.480,54;6.339,73;2.818,10;4.427,00;262,00;6.017,70;0,60;1.057,66;2.653,07;0,00;575,22;908,87;420,59
01.01.2021;15:00;26.035,27;7.011,99;2.466,07;4.478,00;262,00;6.298,00;0,60;1.055,66;2.590,37;0,00;564,01;950,79;357,78
01.01.2021;16:00;27.352,77;7.995,21;2.071,54;4.508,15;284,00;6.797,10;3,60;1.055,24;2.778,37;0,00;570,51;1.014,68;274,37
01.01.2021;17:00;29.782,74;8.299,45;1.794,10;4.498,15;284,00;6.945,10;3,60;1.058,74;4.936,17;0,00;576,73;1.174,39;212,31
01.01.2021;18:00;30.975,77;8.489,26;1.630,88;4.276,35;245,00;7.216,10;3,60;1.069,34;6.035,17;0,00;586,09;1.217,28;206,70
01.01.2021;19:00;30.352,31;8.509,22;1.515,90;4.279,25;242,00;7.217,10;3,60;1.079,22;5.480,57;0,00;570,35;1.249,50;205,60
01.01.2021;20:00;29.559,92;8.428,95;1.487,41;4.301,15;284,00;7.093,90;3,60;1.086,42;4.954,47;0,00;565,68;1.148,84;205,50
01.01.2021;21:00;28.850,18;8.526,24;1.442,95;4.274,15;284,00;7.092,90;3,60;1.092,52;4.339,17;0,00;563,68;1.025,47;205,50
01.01.2021;22:00;28.104,08;8.528,35;1.314,81;4.274,65;284,00;7.092,90;3,60;1.092,62;3.775,17;0,00;565,91;967,77;204,30
01.01.2021;23:00;27.181,21;8.571,83;1.244,40;4.276,15;284,00;7.093,90;3,60;1.098,42;2.959,37;0,00;564,51;881,03;204,00
02.01.2021;00:00;27.433,71;8.970,75;1.160,26;4.287,15;284,00;7.091,90;3,60;1.096,40;3.211,55;0,00;560,86;563,74;203,50
02.01.2021;01:00;25.893,83;8.969,15;1.107,91;4.371,15;284,00;7.090,90;3,60;1.098,20;1.631,45;0,00;562,40;570,97;204,10
02.01.2021;02:00;24.661,31;8.165,95;1.051,39;4.429,15;262,00;6.975,90;0,60;1.101,40;1.393,55;0,00;564,06;513,91;203,40
02.01.2021;03:00;24.039,87;7.734,85;978,71;4.441,15;262,00;6.857,90;0,60;1.102,20;1.423,15;0,00;563,56;487,15;188,60
02.01.2021;04:00;23.720,37;7.739,25;948,40;4.380,15;262,00;6.623,60;0,60;1.102,80;1.437,65;0,00;564,42;482,80;178,70
02.01.2021;05:00;23.659,89;7.734,15;970,03;4.291,65;262,00;6.686,90;0,60;1.104,80;1.406,95;0,00;562,12;492,09;148,60
02.01.2021;06:00;24.250,92;8.235,55;923,04;4.339,15;262,00;6.779,50;3,60;1.105,40;1.400,95;0,00;560,72;512,41;128,60
02.01.2021;07:00;25.031,58;8.459,52;912,83;4.393,15;284,00;7.090,90;3,60;1.105,80;1.536,05;0,00;560,82;563,74;121,17
02.01.2021;08:00;26.495,60;8.788,03;948,06;4.425,15;284,00;7.090,90;3,60;1.098,30;2.543,75;0,00;566,43;618,39;128,99
02.01.2021;09:00;27.391,72;8.765,06;937,17;4.257,15;284,00;7.092,90;3,60;1.092,00;3.416,35;0,00;564,20;752,30;226,99
02.01.2021;10:00;28.247,78;8.750,27;900,69;4.287,15;284,00;7.094,90;3,60;1.081,30;4.274,25;0,00;559,70;701,57;310,35
02.01.2021;11:00;28.709,36;8.673,83;880,97;4.227,85;284,00;7.092,90;3,60;1.071,50;4.765,25;0,00;536,90;818,14;354,42
02.01.2021;12:00;28.415,45;8.470,37;822,69;4.284,15;284,00;7.092,90;3,60;1.062,60;4.711,45;0,00;537,70;775,90;370,09
02.01.2021;13:00;28.630,61;8.798,59;797,81;4.299,15;284,00;7.091,90;3,60;1.058,60;4.680,95;0,00;537,56;720,28;358,17
02.01.2021;14:00;28.972,84;8.784,19;815,07;4.309,15;284,00;7.091,90;3,60;1.050,70;5.052,35;0,00;535,96;725,30;320,62
02.01.2021;15:00;29.438,44;8.813,63;809,89;4.279,15;284,00;7.091,90;3,60;1.045,60;5.591,35;0,00;535,76;719,24;264,32
02.01.2021;16:00;30.453,84;8.992,09;780,01;4.269,15;284,00;7.239,90;3,60;1.046,10;6.321,35;0,00;559,06;781,67;176,91
02.01.2021;17:00;32.580,53;9.018,41;845,96;4.279,15;284,00;7.239,90;3,60;1.053,00;8.327,65;0,00;561,76;860,92;106,18
02.01.2021;18:00;33.780,54;9.063,23;920,81;4.223,15;284,00;7.239,90;3,60;1.062,60;9.335,65;0,00;563,20;986,30;98,10
02.01.2021;19:00;32.979,61;9.057,48;996,78;4.236,15;284,00;7.240,90;3,60;1.070,90;8.437,65;0,00;565,61;987,94;98,60
02.01.2021;20:00;31.960,42;9.056,74;1.068,84;4.256,15;284,00;7.188,40;3,60;1.078,90;7.327,15;0,00;558,14;1.040,10;98,40
02.01.2021;21:00;31.133,52;9.061,88;1.125,13;4.259,15;284,00;7.187,40;3,60;1.085,00;6.545,15;0,00;553,43;930,18;98,60
02.01.2021;22:00;30.318,85;9.070,92;1.184,02;4.252,85;284,00;7.187,40;3,60;1.090,70;5.777,15;0,00;539,82;809,89;118,50
02.01.2021;23:00;29.256,14;9.067,92;1.193,87;4.240,15;284,00;7.188,40;3,60;1.093,70;4.747,15;0,00;546,32;762,13;128,90
03.01.2021;00:00;27.335,54;8.739,38;1.279,52;3.973,15;284,00;7.150,50;3,60;1.095,60;3.350,05;0,00;553,60;768,84;137,30
03.01.2021;01:00;25.987,24;8.584,45;1.315,08;4.332,15;284,00;7.182,50;3,60;1.097,30;1.773,55;0,00;547,20;720,11;147,30
03.01.2021;02:00;24.732,25;7.997,91;1.364,02;4.316,15;284,00;7.188,50;3,60;1.100,80;1.253,55;0,00;546,80;520,22;156,70
03.01.2021;03:00;24.094,10;7.560,79;1.393,85;4.302,15;284,00;7.018,50;3,60;1.103,20;1.219,15;0,00;555,06;487,10;166,70
03.01.2021;04:00;23.722,73;7.057,59;1.445,28;4.302,15;262,00;6.867,00;0,60;1.105,60;1.428,75;0,00;555,06;522,00;176,70
03.01.2021;05:00;23.509,99;6.879,69;1.488,57;4.302,15;262,00;6.725,50;0,60;1.105,10;1.518,75;0,00;550,76;490,17;186,70
03.01.2021;06:00;23.722,78;6.861,29;1.544,37;4.302,15;262,00;6.771,50;0,60;1.105,80;1.536,75;0,00;549,01;592,61;196,70
03.01.2021;07:00;23.778,82;6.740,04;1.617,29;4.299,15;262,00;6.775,50;0,60;1.105,80;1.618,95;0,00;548,51;607,91;203,07
03.01.2021;08:00;23.525,51;6.427,97;1.741,48;4.119,15;284,00;6.817,50;3,60;1.104,60;1.610,75;0,00;548,17;632,70;235,59
03.01.2021;09:00;24.113,66;6.515,33;1.842,59;4.148,15;262,00;6.901,50;0,60;1.098,50;1.905,75;0,00;547,84;575,24;316,16
03.01.2021;10:00;24.964,57;6.914,39;1.904,90;4.118,15;284,00;6.905,70;3,60;1.087,80;2.065,05;0,00;558,34;725,88;396,76
03.01.2021;11:00;25.670,97;7.169,02;1.798,67;4.265,15;284,00;6.973,30;3,60;1.080,10;2.320,05;0,00;560,54;774,08;442,46
03.01.2021;12:00;26.016,04;7.683,95;1.683,97;4.296,15;284,00;7.204,00;3,60;1.049,70;2.037,75;0,00;562,74;748,17;462,01
03.01.2021;13:00;26.320,46;8.367,10;1.576,29;4.296,15;284,00;7.202,00;3,60;1.061,30;1.922,75;0,00;561,80;609,22;436,25
03.01.2021;14:00;26.682,86;8.669,53;1.510,63;4.267,15;284,00;7.202,00;3,60;1.056,10;2.120,15;0,00;556,20;630,43;383,07
03.01.2021;15:00;27.344,57;9.201,70;1.456,43;4.267,15;284,00;7.201,00;3,60;1.054,10;2.307,65;0,00;551,45;697,82;319,67
03.01.2021;16:00;28.457,26;9.601,33;1.426,66;4.262,15;284,00;7.260,50;3,60;1.055,60;3.003,55;0,00;549,74;763,11;247,02
03.01.2021;17:00;30.636,32;9.620,54;1.400,60;4.268,65;284,00;7.261,50;3,60;1.060,60;5.110,55;0,00;549,15;870,35;206,78
03.01.2021;18:00;32.147,21;9.665,56;1.399,16;4.284,75;284,00;7.260,50;3,60;1.071,00;6.477,55;0,00;544,77;954,02;202,30
03.01.2021;19:00;31.682,56;9.694,81;1.422,59;4.298,95;284,00;7.263,50;3,60;1.078,70;5.797,55;0,00;555,63;1.081,53;201,70
03.01.2021;20:00;30.684,41;9.712,97;1.403,91;4.311,15;284,00;7.242,50;3,60;1.082,20;5.003,25;0,00;553,58;885,55;201,70
03.01.2021;21:00;30.073,30;9.720,27;1.453,00;4.318,05;284,00;7.241,50;3,60;1.070,00;4.454,05;0,00;551,48;775,65;201,70
03.01.2021;22:00;29.430,36;9.713,04;1.423,78;4.309,15;284,00;7.241,50;3,60;1.093,70;3.929,05;0,00;548,78;682,06;201,70
03.01.2021;23:00;28.435,33;9.711,49;1.384,61;4.284,55;284,00;7.241,50;3,60;1.096,10;2.987,65;0,00;547,37;692,76;201,70
04.01.2021;00:00;27.263,72;9.456,15;1.377,02;4.278,00;284,00;7.007,30;3,60;1.097,10;2.423,45;0,00;547,15;581,45;208,50
04.01.2021;01:00;25.890,30;9.656,34;1.340,96;4.245,00;284,00;7.004,30;3,60;1.099,80;951,45;0,00;547,15;549,20;208,50
04.01.2021;02:00;24.439,06;8.337,36;1.396,76;4.257,00;262,00;6.889,30;0,60;1.102,60;950,95;0,00;545,65;488,94;207,90
04.01.2021;03:00;23.938,04;7.812,16;1.423,37;4.257,00;262,00;6.888,30;0,60;1.102,50;982,95;0,00;547,81;453,45;207,90
04.01.2021;04:00;23.261,18;7.648,06;1.505,73;4.259,00;262,00;6.407,90;0,60;1.105,20;860,95;0,00;549,11;454,73;207,90
04.01.2021;05:00;23.481,11;7.667,86;1.582,74;4.259,00;262,00;6.542,10;0,60;1.105,00;850,95;0,00;548,31;454,65;207,90
04.01.2021;06:00;24.542,56;8.141,46;1.760,32;4.259,00;284,00;6.888,30;3,60;1.105,10;885,95;0,00;549,31;457,62;207,90
04.01.2021;07:00;27.378,12;9.785,75;1.788,44;4.264,00;284,00;7.192,80;3,60;1.103,50;1.702,55;0,00;548,51;496,10;208,87
04.01.2021;08:00;31.330,35;10.974,28;1.953,90;4.143,00;284,00;7.194,80;3,60;1.103,00;4.316,95;0,00;553,22;560,07;243,53
04.01.2021;09:00;33.339,30;10.882,45;2.118,27;4.200,00;284,00;7.202,80;3,60;1.095,90;5.967,55;0,00;547,09;690,04;347,60
04.01.2021;10:00;34.142,10;10.848,49;2.243,04;4.350,80;284,00;7.205,80;3,60;1.086,90;6.409,35;0,00;557,89;715,98;436,25
04.01.2021;11:00;34.150,37;11.001,75;2.318,30;4.319,00;141,00;7.257,30;3,60;1.073,80;6.146,15;0,00;557,29;851,81;480,37
04.01.2021;12:00;32.946,76;11.137,96;2.405,38;4.317,00;141,00;7.257,30;3,60;1.060,10;4.724,55;0,00;567,85;832,69;499,33
04.01.2021;13:00;33.363,05;11.271,23;2.605,07;4.292,00;141,00;7.255,30;3,60;1.047,40;4.902,35;0,00;574,71;787,29;483,10
04.01.2021;14:00;34.299,86;11.313,25;2.858,84;4.322,10;141,00;7.255,30;3,60;1.041,80;5.530,35;0,00;575,81;825,36;432,45
04.01.2021;15:00;34.459,75;11.406,33;3.092,17;4.325,30;141,00;7.254,30;3,60;1.035,80;5.403,15;0,00;574,51;860,87;362,72
04.01.2021;16:00;35.585,09;11.179,46;3.281,08;4.317,00;141,00;7.318,50;3,60;1.037,80;6.496,55;0,00;549,71;984,72;275,67
04.01.2021;17:00;37.450,25;11.091,95;3.550,75;4.207,00;141,00;7.319,50;3,60;1.044,60;8.231,95;0,00;553,31;1.092,66;213,93
04.01.2021;18:00;37.435,52;11.113,84;3.839,85;4.221,00;141,00;7.318,50;3,60;1.053,20;7.818,95;0,00;553,81;1.163,27;208,50
04.01.2021;19:00;36.673,09;11.458,87;4.150,55;4.220,00;141,00;7.319,50;3,60;1.062,10;6.388,75;0,00;550,74;1.168,78;209,20
04.01.2021;20:00;35.137,11;10.531,51;4.371,70;4.168,00;141,00;7.313,50;3,60;1.049,70;5.651,25;0,00;573,38;1.124,27;209,20
04.01.2021;21:00;34.357,94;10.538,56;4.815,80;4.169,00;141,00;7.311,50;3,60;1.074,90;4.581,05;0,00;546,88;966,45;209,20
04.01.2021;22:00;33.863,47;10.265,39;5.102,69;4.204,00;141,00;7.310,50;3,60;1.082,50;4.136,95;0,00;568,68;838,96;209,20
04.01.2021;23:00;32.922,45;9.509,82;5.427,84;4.204,00;131,00;7.237,80;0,60;1.081,60;3.811,15;0,00;565,07;744,37;209,20
05.01.2021;00:00;30.323,37;9.008,00;5.988,51;4.385,15;141,00;7.264,00;3,60;1.085,90;1.069,07;0,00;564,89;603,45;209,80
05.01.2021;01:00;28.714,95;7.976,75;6.064,88;4.393,15;141,00;6.966,00;0,60;1.085,10;802,27;0,00;557,29;517,91;210,00
05.01.2021;02:00;27.287,79;6.800,03;5.956,35;4.363,35;141,00;6.942,70;0,60;1.086,50;763,77;0,00;555,84;464,35;213,30
05.01.2021;03:00;26.615,53;6.375,03;5.783,89;4.368,15;141,00;6.846,70;0,60;1.088,10;763,77;0,00;555,39;479,60;213,30
05.01.2021;04:00;26.117,66;6.411,03;5.398,97;4.381,15;141,00;6.636,60;0,60;1.090,20;773,77;0,00;547,65;523,39;213,30
05.01.2021;05:00;26.307,85;6.390,03;5.259,39;4.409,15;141,00;7.020,50;0,60;1.092,20;764,07;0,00;546,35;471,46;213,10
05.01.2021;06:00;27.295,92;7.333,53;5.102,35;4.409,15;141,00;7.152,50;0,60;1.085,40;776,07;0,00;547,25;534,97;213,10
05.01.2021;07:00;29.514,11;9.018,50;4.982,75;4.409,15;141,00;7.656,50;3,60;1.083,90;918,87;0,00;543,75;541,42;214,67
05.01.2021;08:00;32.905,41;10.934,19;4.806,56;4.429,15;141,00;7.703,50;3,60;1.082,70;2.342,87;0,00;547,96;671,61;242,27
05.01.2021;09:00;35.175,79;11.345,26;4.587,13;4.426,15;141,00;7.755,50;3,60;1.081,10;4.193,37;0,00;559,33;762,09;321,26
05.01.2021;10:00;35.689,42;11.319,17;4.382,69;4.397,15;141,00;7.755,50;3,60;1.072,70;4.850,67;0,00;560,33;808,98;397,63
05.01.2021;11:00;35.789,73;11.590,04;4.281,05;4.390,65;141,00;7.805,00;3,60;1.066,70;4.724,07;0,00;562,23;790,92;434,47
05.01.2021;12:00;34.963,98;10.969,50;4.259,65;4.385,15;141,00;7.804,00;3,60;1.059,70;4.535,67;0,00;564,07;803,50;438,14
05.01.2021;13:00;35.222,89;11.428,64;4.160,16;4.396,95;141,00;7.802,00;3,60;1.050,40;4.416,87;0,00;565,39;834,55;423,33
05.01.2021;14:00;35.763,42;11.528,75;4.120,98;4.395,65;141,00;7.802,00;3,60;1.045,10;4.993,87;0,00;561,59;780,42;390,46
05.01.2021;15:00;36.012,26;11.568,85;3.842,85;4.403,05;141,00;7.801,00;3,60;1.042,40;5.496,57;0,00;563,59;817,62;331,73
05.01.2021;16:00;36.914,23;11.622,95;3.530,03;4.392,15;141,00;7.801,00;3,60;1.046,70;6.672,87;0,00;565,13;879,40;259,40
05.01.2021;17:00;38.167,12;11.638,95;3.192,97;4.394,75;141,00;7.804,00;3,60;1.055,20;8.105,57;0,00;568,18;1.046,84;216,06
05.01.2021;18:00;38.166,23;11.709,04;3.081,12;4.425,45;141,00;7.804,00;3,60;1.063,30;8.085,57;0,00;565,08;1.072,47;215,60
05.01.2021;19:00;37.027,11;11.732,21;3.074,35;4.432,15;141,00;7.804,00;3,60;1.070,20;6.899,57;0,00;560,42;1.093,81;215,80
05.01.2021;20:00;35.792,87;11.697,42;3.117,48;4.393,15;141,00;7.751,50;3,60;1.077,00;5.761,57;0,00;555,97;1.074,68;219,50
05.01.2021;21:00;34.842,54;11.332,33;3.147,53;4.394,15;141,00;7.750,50;3,60;1.078,80;5.282,37;0,00;557,67;936,79;217,80
05.01.2021;22:00;33.975,58;11.319,57;3.105,43;4.384,15;141,00;7.750,50;3,60;1.090,10;4.424,97;0,00;552,76;983,10;220,40
05.01.2021;23:00;32.947,15;11.089,46;2.980,82;4.388,85;141,00;7.750,50;3,60;1.093,10;3.978,37;0,00;547,35;752,60;221,50
06.01.2021;00:00;30.972,24;10.611,80;2.665,81;4.348,55;141,00;7.766,10;3,00;1.095,80;2.870,89;0,00;548,95;591,74;328,60
06.01.2021;01:00;29.091,61;10.549,80;2.548,74;4.344,55;141,00;7.765,10;3,00;1.098,30;1.188,19;0,00;551,90;572,13;328,90
06.01.2021;02:00;27.764,08;10.175,11;2.451,23;4.251,65;132,00;7.486,30;3,00;1.100,20;880,29;0,00;551,55;512,95;219,80
06.01.2021;03:00;26.839,69;9.691,14;2.309,55;4.252,15;132,00;7.214,70;0,00;1.101,10;890,29;0,00;549,25;479,71;219,80
06.01.2021;04:00;26.583,29;9.486,45;2.222,35;4.257,85;132,00;7.186,50;0,00;1.103,60;900,29;0,00;552,00;518,45;223,80
06.01.2021;05:00;26.756,74;9.830,40;2.141,60;4.259,15;132,00;7.186,60;0,00;1.104,60;847,29;0,00;552,85;478,35;223,90
06.01.2021;06:00;27.750,27;10.577,04;2.154,37;4.258,35;132,00;7.403,10;3,00;1.104,30;847,29;0,00;552,55;494,27;224,00
06.01.2021;07:00;29.418,29;11.045,10;2.161,61;4.273,35;141,00;7.773,10;3,00;1.103,30;1.631,69;0,00;552,10;509,56;224,48
06.01.2021;08:00;33.159,76;11.516,41;2.137,74;4.240,55;141,00;7.895,10;3,00;1.101,20;4.663,66;0,00;554,76;650,81;255,53
06.01.2021;09:00;35.150,16;11.843,80;2.151,86;4.238,35;141,00;7.910,10;3,00;1.098,20;6.087,69;0,00;568,33;754,18;353,65
06.01.2021;10:00;35.686,93;11.847,46;2.123,74;4.222,85;141,00;7.910,10;3,00;1.093,10;6.570,69;0,00;566,27;773,02;435,70
06.01.2021;11:00;35.809,87;11.923,33;2.085,49;4.235,55;141,00;7.883,30;3,00;1.086,80;6.667,69;0,00;567,11;745,53;471,07
06.01.2021;12:00;33.986,21;11.881,56;2.155,19;4.073,15;141,00;7.884,30;3,00;1.077,10;5.007,69;0,00;569,64;713,19;480,39
06.01.2021;13:00;34.374,30;11.868,56;2.276,23;4.091,15;141,00;7.823,10;3,00;1.066,70;5.369,69;0,00;569,60;695,61;469,66
06.01.2021;14:00;35.386,95;11.873,19;2.281,75;4.100,15;141,00;7.831,30;3,00;1.063,30;6.244,09;0,00;572,06;825,94;451,17
06.01.2021;15:00;35.533,70;11.868,59;2.179,85;4.095,15;141,00;7.871,30;3,00;1.055,50;6.495,09;0,00;568,13;865,03;391,06
06.01.2021;16:00;36.439,16;12.088,35;2.099,82;3.958,15;141,00;7.870,30;3,00;1.051,70;7.310,09;0,00;572,78;1.029,87;314,10
06.01.2021;17:00;37.911,77;12.063,40;2.192,07;3.943,15;141,00;7.871,30;3,00;1.058,60;8.709,09;0,00;572,63;1.102,48;255,05
06.01.2021;18:00;38.321,40;12.152,21;2.402,52;4.152,15;141,00;7.870,30;3,00;1.069,50;8.668,69;0,00;569,75;1.043,38;248,90
06.01.2021;19:00;37.412,19;12.187,43;2.586,18;4.283,15;141,00;7.870,30;3,00;1.073,20;7.479,09;0,00;574,26;965,28;249,30
06.01.2021;20:00;35.910,15;11.978,45;2.736,19;4.290,15;141,00;7.842,60;3,00;1.085,31;6.065,09;0,00;573,96;944,30;250,10
06.01.2021;21:00;34.973,89;11.216,57;2.881,19;4.286,15;141,00;7.840,60;3,00;1.089,51;5.817,89;0,00;571,27;877,01;249,70
06.01.2021;22:00;34.022,93;11.201,26;2.971,81;4.278,45;141,00;7.842,60;3,00;1.093,80;4.815,09;0,00;566,97;859,25;249,70
06.01.2021;23:00;33.174,56;10.997,08;3.053,65;4.266,15;132,00;7.804,10;3,00;1.098,10;4.328,59;0,00;557,39;684,30;250,20
07.01.2021;00:00;31.092,27;10.478,52;3.049,88;4.260,00;141,00;7.708,20;3,60;1.104,80;2.959,39;0,00;557,06;576,52;253,30
07.01.2021;01:00;29.214,44;10.390,54;3.105,79;4.259,40;141,00;7.708,20;3,60;1.107,10;1.110,39;0,00;558,56;576,56;253,30
07.01.2021;02:00;28.000,96;9.504,65;3.244,99;4.271,00;132,00;7.523,60;3,60;1.109,70;919,49;0,00;558,26;480,37;253,30
07.01.2021;03:00;27.255,00;9.218,57;3.343,17;4.273,00;132,00;6.948,20;3,60;1.110,60;905,49;0,00;557,16;509,91;253,30
07.01.2021;04:00;27.132,17;8.813,17;3.551,63;4.264,00;132,00;6.993,00;0,60;1.111,40;955,49;0,00;559,92;497,66;253,30
07.01.2021;05:00;27.246,08;8.764,97;3.687,16;4.264,00;132,00;6.994,00;0,60;1.112,30;991,79;0,00;562,42;483,54;253,30
07.01.2021;06:00;28.088,64;9.456,98;3.791,50;4.274,00;132,00;6.994,00;0,60;1.113,00;1.003,79;0,00;561,92;507,55;253,30
07.01.2021;07:00;29.916,09;10.487,19;4.028,41;4.189,00;132,00;7.523,00;3,60;1.107,50;1.070,59;0,00;560,52;558,70;255,58
07.01.2021;08:00;33.429,59;10.875,53;4.196,89;4.204,00;141,00;7.765,00;3,60;1.098,60;3.652,59;0,00;558,83;639,35;294,20
07.01.2021;09:00;35.442,38;10.825,48;4.275,56;4.196,00;141,00;7.807,50;3,60;1.093,10;5.344,59;0,00;558,74;786,92;409,89
07.01.2021;10:00;35.546,07;10.801,66;4.278,43;4.187,00;141,00;7.807,50;3,60;1.087,90;5.370,34;0,00;551,54;813,51;503,59
07.01.2021;11:00;35.543,43;10.896,07;4.316,58;4.232,00;141,00;7.806,50;3,60;1.081,10;5.099,29;0,00;553,70;858,27;555,32
07.01.2021;12:00;34.300,16;10.447,83;4.472,06;4.203,00;132,00;7.806,50;3,60;1.076,94;4.222,29;0,00;557,69;811,64;566,61
07.01.2021;13:00;34.395,06;10.537,68;4.643,90;4.213,00;132,00;7.806,50;3,60;1.069,54;4.118,79;0,00;558,70;754,58;556,77
07.01.2021;14:00;35.081,73;10.812,89;4.695,77;4.243,00;116,00;7.805,50;3,60;1.059,24;4.387,29;0,00;557,04;889,26;512,14
07.01.2021;15:00;35.432,14;10.816,85;4.544,39;4.243,00;141,00;7.805,50;3,60;1.055,94;4.948,09;0,00;558,60;878,87;436,30
07.01.2021;16:00;36.396,64;10.977,52;4.336,61;4.233,00;108,00;7.893,50;3,60;1.055,84;5.870,19;0,00;562,20;1.021,69;334,49
07.01.2021;17:00;37.871,21;10.939,86;4.224,06;4.183,00;112,00;7.894,50;3,60;1.060,94;7.458,89;0,00;562,98;1.170,23;261,15
07.01.2021;18:00;38.201,52;11.083,82;4.121,55;4.163,60;112,00;7.894,50;3,60;1.068,44;7.796,59;0,00;549,66;1.154,16;253,60
07.01.2021;19:00;37.096,40;11.105,17;4.091,58;4.192,00;112,00;7.893,50;3,60;1.073,24;6.672,59;0,00;534,89;1.164,23;253,60
07.01.2021;20:00;35.721,23;10.760,39;4.089,01;4.206,00;117,00;7.892,50;3,60;1.083,44;5.709,69;0,00;531,52;1.074,48;253,60
07.01.2021;21:00;34.741,32;10.780,37;4.011,87;4.178,90;117,00;7.826,50;3,60;1.091,54;4.916,59;0,00;547,63;1.013,72;253,60
07.01.2021;22:00;33.758,82;10.782,25;3.834,79;4.216,70;97,00;7.826,50;3,60;1.097,64;4.217,59;0,00;549,32;879,83;253,60
07.01.2021;23:00;32.800,07;10.474,84;3.769,49;4.236,00;88,00;7.826,50;3,60;1.100,24;3.751,79;0,00;543,52;752,49;253,60
08.01.2021;00:00;31.038,61;9.686,07;4.040,27;4.435,00;89,00;7.895,00;3,60;1.105,84;2.298,89;0,00;556,92;669,02;259,00
08.01.2021;01:00;29.650,94;9.338,19;4.087,26;4.454,00;89,00;7.711,60;0,60;1.107,14;1.448,89;0,00;558,42;596,84;259,00
08.01.2021;02:00;28.278,98;8.161,74;4.291,30;4.453,00;132,00;7.715,30;3,60;1.109,94;1.066,49;0,00;559,22;527,49;258,90
08.01.2021;03:00;27.483,98;7.676,55;4.403,93;4.449,00;132,00;7.290,00;0,60;1.111,54;1.116,19;0,00;559,48;485,69;259,00
08.01.2021;04:00;27.119,21;7.315,14;4.491,13;4.463,00;132,00;7.159,00;0,60;1.113,94;1.131,49;0,00;560,88;493,03;259,00
08.01.2021;05:00;27.377,80;7.337,49;4.616,39;4.493,80;132,00;7.173,00;0,60;1.112,94;1.139,49;0,00;561,28;551,41;259,40
08.01.2021;06:00;28.363,28;8.056,96;4.828,47;4.488,00;132,00;7.173,00;0,60;1.112,94;1.217,49;0,00;560,38;533,44;260,00
08.01.2021;07:00;30.339,79;9.663,49;4.977,65;4.498,00;132,00;7.428,20;0,60;1.110,34;1.198,49;0,00;539,58;529,96;261,48
08.01.2021;08:00;33.767,22;10.478,83;5.143,10;4.497,00;141,00;7.814,30;3,60;1.108,84;3.009,89;0,00;546,59;732,80;291,27
08.01.2021;09:00;35.543,83;10.447,59;5.149,22;4.574,00;141,00;7.848,50;3,60;1.104,64;4.544,99;0,00;544,45;812,59;373,25
08.01.2021;10:00;35.850,42;10.420,38;5.161,86;4.599,00;141,00;7.848,50;3,60;1.068,94;4.704,29;0,00;547,35;914,19;441,31
08.01.2021;11:00;35.702,44;10.330,58;5.241,05;4.615,50;141,00;7.786,00;3,60;1.060,74;4.527,89;0,00;542,35;979,70;474,03
